,parcel_id,tax_total,fips,num_bedroom,num_bathroom,tax_delinquency_flag,area_living_finished_total,area_lot,pct_change
612668,17123475,318626,Ventura County,4,2.5,,2697,15168,1.620430386
612669,17123705,231341,Ventura County,4,3,,3414,9849,1.620430386
612670,17123889,185883,Ventura County,5,4,,2461,8017,1.620430386
612672,17125574,542278,Ventura County,4,2.5,,2302,9884,1.620430386
612673,17126111,130092,Ventura County,2,1.5,,1631,24410,1.620430386
612676,17126774,348365,Ventura County,3,2,,1330,7684,1.620430386
612677,17127354,453048,Ventura County,4,2,,1554,7900,1.620430386
612678,17127377,64183,Ventura County,3,2,,1316,8000,1.620430386
612679,17127592,97845,Ventura County,5,2.5,,2197,11950,1.620430386
612680,17127715,589308,Ventura County,4,3,,2584,7771,1.620430386
612681,17128030,451338,Ventura County,3,2,,1761,9265,1.620430386
612683,17128322,135889,Ventura County,6,3,,2434,20500,1.620430386
612684,17129029,89254,Ventura County,3,2.5,,1493,4862,1.620430386
612686,17130639,43527,Ventura County,3,1,,1091,8042,1.620430386
612687,17131309,288845,Ventura County,2,1.5,,1535,7748,1.620430386
612688,17132901,387943,Ventura County,3,2,,1550,7079,1.620430386
612689,17132947,396444,Ventura County,3,2,,1242,7176,1.620430386
612690,17132993,456460,Ventura County,3,2,,1707,8403,1.620430386
612691,17133093,402754,Ventura County,3,2,,1255,7608,1.620430386
612692,17133238,200405,Ventura County,4,2,,1201,7140,1.620430386
612693,17133276,497749,Ventura County,2,2,,1440,7540,1.620430386
612694,17133773,67049,Ventura County,4,2,,1466,8183,1.620430386
612695,17134033,515000,Ventura County,5,2,,1840,7490,1.620430386
612696,17134263,256436,Ventura County,4,2.5,,1805,9439,1.620430386
612697,17134409,475000,Ventura County,3,2,,1469,6839,1.620430386
612698,17134555,83546,Ventura County,5,2.5,,1776,7606,1.620430386
612699,17134893,138836,Ventura County,4,2,,1748,8622,1.620430386
612700,17135016,248588,Ventura County,5,2.5,,2632,7890,1.620430386
612701,17135139,140519,Ventura County,4,3,,2018,7280,1.620430386
612703,17135889,159226,Ventura County,3,2,,1216,6042,1.620430386
612704,17136312,119110,Ventura County,4,2,,1398,7025,1.620430386
612705,17136358,407991,Ventura County,3,2,,1323,7141,1.620430386
612706,17136504,440346,Ventura County,3,2,,1391,6700,1.620430386
612707,17136604,381460,Ventura County,4,2.5,,1800,7000,1.620430386
612708,17136727,95686,Ventura County,5,3,,1884,11181,1.620430386
612709,17136827,528000,Ventura County,5,4,,2250,6585,1.620430386
612710,17136980,497000,Ventura County,3,2,,1475,7452,1.620430386
612711,17137126,350664,Ventura County,3,2.5,,2151,7452,1.620430386
612712,17137226,316199,Ventura County,3,2,,1472,7000,1.620430386
612713,17137733,391641,Ventura County,4,3,,1711,7445,1.620430386
612714,17137910,233318,Ventura County,4,2,,1779,6500,1.620430386
612715,17138010,334548,Ventura County,6,3,,2638,6952,1.620430386
612716,17138033,413856,Ventura County,3,2,,1443,6758,1.620430386
612717,17138379,558000,Ventura County,5,3,,2548,7500,1.620430386
612718,17138648,470000,Ventura County,3,2,,1908,8911,1.620430386
612719,17138771,532998,Ventura County,4,3.5,,2281,7000,1.620430386
612720,17138794,482688,Ventura County,4,3.5,,2572,9154,1.620430386
612721,17140101,216192,Ventura County,4,2,,1612,5871,1.620430386
612722,17140970,165111,Ventura County,3,2,,1798,2613,1.620430386
612723,17141439,521000,Ventura County,3,2,,1537,6204,1.620430386
612724,17141977,551000,Ventura County,4,2,,1574,6753,1.620430386
612725,17142077,369973,Ventura County,3,2,,1503,11493,1.620430386
612726,17142300,545000,Ventura County,3,2,,1780,6649,1.620430386
612727,17142546,496934,Ventura County,4,2,,1773,6098,1.620430386
612728,17142746,637487,Ventura County,4,3,,2014,6863,1.620430386
612729,17142969,485028,Ventura County,3,2.5,,1719,6105,1.620430386
612730,17143092,461072,Ventura County,3,2,,1296,6015,1.620430386
612731,17143414,602531,Ventura County,4,3,,2213,6359,1.620430386
612732,17143537,522739,Ventura County,3,2,,1416,15542,1.620430386
612733,17143660,560000,Ventura County,3,2.5,,1613,4804,1.620430386
612735,17144182,915694,Ventura County,4,2.5,,2988,22822,1.620430386
612736,17144328,613105,Ventura County,4,2.5,,2881,24200,1.620430386
612737,17144351,921468,Ventura County,4,3.5,,3211,29621,1.620430386
612738,17144397,911259,Ventura County,6,4.5,,4491,21092,1.620430386
612739,17145093,70982,Ventura County,4,2,,1603,6667,1.620430386
612740,17145462,626000,Ventura County,4,2.5,,2649,12089,1.620430386
612741,17145685,625000,Ventura County,4,3,,2983,7300,1.620430386
612742,17145931,338771,Ventura County,4,3,,2699,7920,1.620430386
612743,17146583,235512,Ventura County,4,2,,2036,6120,1.620430386
612744,17146921,216975,Ventura County,3,2,,1143,7040,1.620430386
612745,17147121,279701,Ventura County,3,2.5,,2657,7786,1.620430386
612746,17147167,296561,Ventura County,4,2.5,,2211,7534,1.620430386
612747,17147290,249089,Ventura County,3,2,,2012,7140,1.620430386
612748,17147543,443794,Ventura County,3,2.5,,2058,7259,1.620430386
612749,17147620,395332,Ventura County,4,3,,2482,8185,1.620430386
612750,17147720,370182,Ventura County,4,2,,2239,9374,1.620430386
612751,17148119,42751,Ventura County,3,1,,986,6405,1.620430386
612752,17148318,103598,Ventura County,4,2,,1659,9700,1.620430386
612753,17148610,183194,Ventura County,3,2,,1049,6000,1.620430386
612754,17148833,220388,Ventura County,4,3,,2025,6142,1.620430386
612755,17149443,102583,Ventura County,4,2,,1842,6001,1.620430386
612756,17149789,248932,Ventura County,3,2,,1549,6748,1.620430386
612757,17150173,376234,Ventura County,3,2,,1514,6300,1.620430386
612758,17151028,216816,Ventura County,2,2,,1383,7405,1.620430386
612759,17151174,290164,Ventura County,5,3,,2231,6747,1.620430386
612760,17151243,434726,Ventura County,4,3,,2683,6632,1.620430386
612761,17151973,262147,Ventura County,3,2,,1346,6000,1.620430386
612762,17152242,181082,Ventura County,4,2.5,,1850,6288,1.620430386
612763,17152465,940000,Ventura County,4,3,,2431,4000,1.620430386
612764,17156902,398388,Ventura County,3,2.5,,1894,4364,1.620430386
612765,17157116,105662,Ventura County,3,1.5,,1470,4022,1.620430386
612767,17157651,589999,Ventura County,4,3,,2086,4300,1.620430386
612768,17157689,85598,Ventura County,4,2,,1866,4100,1.620430386
612769,17159013,351046,Ventura County,4,3,,2255,8375,1.620430386
612770,17159296,393000,Ventura County,3,2,,1296,6916,1.620430386
612771,17159432,550000,Ventura County,3,2,,2578,8138,1.620430386
612772,17159601,301792,Ventura County,6,3,,2744,7437,1.620430386
612773,17159924,325719,Ventura County,3,2,,1748,7800,1.620430386
612774,17160115,284612,Ventura County,3,1,,1098,6240,1.620430386
612775,17160215,59070,Ventura County,3,2,,1812,7080,1.620430386
612776,17160430,233805,Ventura County,2,2,,1440,6000,1.620430386
612777,17160637,487000,Ventura County,4,2,,2020,12912,1.620430386
612778,17160835,381276,Ventura County,4,2.5,,2061,6714,1.620430386
612779,17161203,216210,Ventura County,3,2,,1430,4800,1.620430386
612780,17161379,18275,Ventura County,3,1,,1072,4800,1.620430386
612781,17161585,188115,Ventura County,3,2,,1293,4800,1.620430386
612782,17162659,230257,Ventura County,3,1,,992,6760,1.620430386
612783,17162774,106400,Ventura County,3,1,,1014,10980,1.620430386
612784,17163310,206250,Ventura County,3,1,,1162,7000,1.620430386
612785,17164624,308068,Ventura County,4,2,,1614,6000,1.620430386
612786,17165099,38671,Ventura County,3,1,,964,6002,1.620430386
612787,17165222,267096,Ventura County,2,2,,1598,6777,1.620430386
612788,17165475,47845,Ventura County,4,2,,1233,6003,1.620430386
612789,17165598,240669,Ventura County,4,3,,1792,7600,1.620430386
612790,17165767,206949,Ventura County,4,2,,1233,6428,1.620430386
612791,17166105,300010,Ventura County,4,2,,1557,6600,1.620430386
612792,17166343,139367,Ventura County,3,2,,1071,6617,1.620430386
612793,17166503,230678,Ventura County,3,2,,1240,6700,1.620430386
612794,17167088,277651,Ventura County,5,3,,2300,9200,1.620430386
612795,17167740,132842,Ventura County,3,2,,1584,6529,1.620430386
612796,17167763,39688,Ventura County,3,1.5,,1140,6129,1.620430386
612797,17167855,186523,Ventura County,4,2,,1233,6129,1.620430386
612798,17167955,365168,Ventura County,6,4,,3006,6119,1.620430386
612799,17168078,48862,Ventura County,4,2,Y,1233,6185,1.620430386
612800,17168492,101337,Ventura County,3,2,,1058,6090,1.620430386
612801,17168776,267863,Ventura County,3,2,,1115,6000,1.620430386
612802,17168922,316660,Ventura County,4,3,,1792,6000,1.620430386
612803,17169068,124269,Ventura County,3,2,,1167,6430,1.620430386
612804,162960675,370000,Ventura County,4,2,,1331,6000,1.620430386
612805,17169283,310617,Ventura County,4,2,,1747,6479,1.620430386
612806,17169398,50909,Ventura County,3,2,,1373,6000,1.620430386
612807,17169797,281802,Ventura County,3,2,,1622,6213,1.620430386
612808,17169897,221738,Ventura County,3,2,,1672,6505,1.620430386
612809,17170496,317000,Ventura County,3,2,,1245,6201,1.620430386
612810,17171153,306905,Ventura County,3,1,,952,2287,1.620430386
612811,17171306,54984,Ventura County,3,1.5,,1022,2450,1.620430386
612812,17171536,584025,Ventura County,4,2.5,,2614,2450,1.620430386
612813,17171911,504252,Ventura County,3,1,,1232,2450,1.620430386
612814,17172003,824560,Ventura County,1,1.5,,889,2625,1.620430386
612815,17172179,665994,Ventura County,3,1.5,,1080,2625,1.620430386
612816,17172363,664487,Ventura County,3,3,,1994,2183,1.620430386
612817,17172554,271683,Ventura County,4,2.5,,2147,2450,1.620430386
612818,17172784,522393,Ventura County,2,2.5,,2056,2450,1.620430386
612819,17176460,353582,Ventura County,3,2.5,,1742,3484,1.620430386
612820,17176506,171501,Ventura County,3,2.5,,1074,1961,1.620430386
612821,17177398,322110,Ventura County,4,2,,2021,5610,1.620430386
612822,17177521,371528,Ventura County,5,3,,2336,5830,1.620430386
612823,17179360,186546,Ventura County,3,1,,1002,4000,1.620430386
612824,17179773,53650,Ventura County,3,2,,1156,4500,1.620430386
612825,17180540,42730,Ventura County,3,1,,1042,6080,1.620430386
612826,17180686,282068,Ventura County,5,2.5,,1706,6000,1.620430386
612827,17180878,272185,Ventura County,4,2,,1455,6500,1.620430386
612828,17180978,295086,Ventura County,4,2,,1199,6600,1.620430386
612829,17181300,322202,Ventura County,4,3.5,,2170,6100,1.620430386
612830,17181383,249482,Ventura County,4,2,,1180,6400,1.620430386
612831,17181452,255836,Ventura County,5,2,,1428,6300,1.620430386
612832,17181536,343439,Ventura County,3,2,,1407,6000,1.620430386
612833,17181659,244472,Ventura County,3,2,,1236,6000,1.620430386
612834,17181997,229602,Ventura County,3,2,,1447,6452,1.620430386
612835,17182481,261272,Ventura County,3,2,,1428,6387,1.620430386
612836,17182884,333331,Ventura County,3,2,,1420,6000,1.620430386
612837,17183091,53368,Ventura County,3,2,,1236,6000,1.620430386
612838,17183137,198135,Ventura County,4,2,,1288,6000,1.620430386
612839,17183160,223506,Ventura County,3,2,,1105,6090,1.620430386
612840,17183352,210025,Ventura County,4,2,,1578,6032,1.620430386
612841,17183621,232690,Ventura County,4,2.5,,2371,7800,1.620430386
612842,17184117,39678,Ventura County,3,1,,960,6018,1.620430386
612843,17184531,66205,Ventura County,3,2,,1435,6452,1.620430386
612844,17184631,239104,Ventura County,4,2,,2026,6002,1.620430386
612845,17184777,182227,Ventura County,3,2,,1449,6842,1.620430386
612846,17185461,382492,Ventura County,3,2.5,,1736,4810,1.620430386
612847,17186053,173944,Ventura County,3,2,,1236,6198,1.620430386
612848,17186644,173976,Ventura County,3,2,,1658,8000,1.620430386
612849,17186767,238486,Ventura County,3,2,,1232,6085,1.620430386
612850,17187059,50339,Ventura County,3,2,,1170,6044,1.620430386
612851,17187430,567000,Ventura County,3,2,,2038,7344,1.620430386
612852,17191372,345679,Ventura County,3,2.5,,1727,3902,1.620430386
612853,17191768,521000,Ventura County,3,2,,1324,5008,1.620430386
612854,17191868,249475,Ventura County,3,2,,1605,19797,1.620430386
612855,17192014,463113,Ventura County,3,2.5,,2582,5157,1.620430386
612856,17192037,400439,Ventura County,4,3,,2200,6159,1.620430386
612857,17192183,539000,Ventura County,3,2,,1348,7783,1.620430386
612858,17192306,352499,Ventura County,4,3,,2967,7459,1.620430386
612859,17192329,686000,Ventura County,4,2.5,,2582,7088,1.620430386
612860,17193144,677712,Ventura County,4,3.5,,2968,23082,1.620430386
612861,17193590,1148000,Ventura County,4,4,,3735,11764,1.620430386
612862,17193713,1076515,Ventura County,5,4.5,,3964,7985,1.620430386
612863,17193813,823767,Ventura County,4,3,,3113,9003,1.620430386
612864,17193959,1064988,Ventura County,5,4.5,,3961,11888,1.620430386
612865,17196912,677000,Ventura County,5,3,,2939,6500,1.620430386
612866,17197012,639000,Ventura County,4,3.5,,3192,6500,1.620430386
612867,17197181,178913,Ventura County,3,2.5,,1367,3461,1.620430386
612869,17197671,790000,Ventura County,5,4.5,,3603,14382,1.620430386
612870,17197771,710892,Ventura County,5,4.5,,4092,9827,1.620430386
612871,17197917,626032,Ventura County,4,3.5,,4356,6480,1.620430386
612872,17198155,575828,Ventura County,4,3,,2200,5372,1.620430386
612873,17198499,510000,Ventura County,3,1.5,,1222,20211,1.620430386
612874,17198575,590484,Ventura County,4,2.5,,2645,8078,1.620430386
612875,17198944,548000,Ventura County,3,2.5,,1826,4327,1.620430386
612876,17199367,351538,Ventura County,4,2.5,,1970,5356,1.620430386
612877,17199436,636462,Ventura County,3,2.5,,2937,7330,1.620430386
612878,17199905,610387,Ventura County,4,3.5,,3509,11514,1.620430386
612879,17200005,174999,Ventura County,3,2,,1116,3600,1.620430386
612880,17200321,299573,Ventura County,4,2,,1697,7455,1.620430386
612881,17200444,238618,Ventura County,3,2,,1474,7621,1.620430386
612882,17200544,356984,Ventura County,4,3,,2624,10213,1.620430386
612883,17200813,661000,Ventura County,4,3,,2826,7851,1.620430386
612884,17200913,389031,Ventura County,5,3,,2760,25286,1.620430386
612885,17201082,482023,Ventura County,4,2.5,,1983,5417,1.620430386
612886,17201343,290867,Ventura County,3,3,,1723,7018,1.620430386
612887,17201535,253477,Ventura County,4,2,,1858,10018,1.620430386
612888,17201635,219899,Ventura County,3,2,,1224,4665,1.620430386
612889,17201758,320108,Ventura County,3,2.5,,2040,7242,1.620430386
612890,17201904,375105,Ventura County,3,2.5,,1770,7710,1.620430386
612891,17202119,268981,Ventura County,4,2.5,,1711,7026,1.620430386
612892,17202674,52390,Ventura County,3,2,,1500,8271,1.620430386
612893,17203538,290769,Ventura County,3,2,,1068,6115,1.620430386
612894,17203828,412812,Ventura County,4,2.5,,1983,10767,1.620430386
612895,17205808,312502,Ventura County,3,2,,1241,6695,1.620430386
612896,17206069,240293,Ventura County,3,2,,1535,6630,1.620430386
612897,17206115,202153,Ventura County,3,2,,1579,8381,1.620430386
612898,17206438,302870,Ventura County,4,2.5,,2437,5282,1.620430386
612899,17207022,278980,Ventura County,3,2,,1521,10868,1.620430386
612900,17207437,398259,Ventura County,3,2.5,,2174,11206,1.620430386
612901,17207560,514079,Ventura County,4,3,,2731,5387,1.620430386
612902,17207583,431107,Ventura County,5,3,,2766,5741,1.620430386
612904,17208319,653000,Ventura County,4,2,,2163,19921,1.620430386
612905,17209068,315651,Ventura County,3,2,,1475,9150,1.620430386
612906,17209824,588528,Ventura County,3,1.5,,2229,24400,1.620430386
612907,17210184,77444,Ventura County,5,2,,1792,11617,1.620430386
612908,17210507,334422,Ventura County,4,2.5,,2184,7541,1.620430386
612909,17210676,280565,Ventura County,4,2,,1986,10563,1.620430386
612910,17210799,491426,Ventura County,3,2,,1611,9028,1.620430386
612911,17210822,287069,Ventura County,4,2.5,,2260,8120,1.620430386
612912,17210968,503000,Ventura County,3,2,,1673,10300,1.620430386
612913,17211160,545605,Ventura County,3,2,,1703,8696,1.620430386
612914,17211383,633000,Ventura County,5,3,,2050,10752,1.620430386
612915,17211498,314408,Ventura County,3,3,,1613,18278,1.620430386
612916,17211598,257486,Ventura County,5,2.5,,2193,12650,1.620430386
612917,17211721,106008,Ventura County,5,3.5,,2483,17900,1.620430386
612918,17211928,85608,Ventura County,4,2,,1961,9600,1.620430386
612919,17212074,278980,Ventura County,3,2,,1791,9000,1.620430386
612920,17212320,93767,Ventura County,4,2,,2133,9300,1.620430386
612921,17212443,895000,Ventura County,4,4,,3368,9880,1.620430386
612922,17212589,112133,Ventura County,5,3.5,,2483,10800,1.620430386
612923,17212704,322341,Ventura County,3,2,,1791,9820,1.620430386
612924,17212804,82540,Ventura County,3,2,,1791,9100,1.620430386
612925,17214679,338328,Ventura County,4,2.5,,1679,6373,1.620430386
612926,17215459,627287,Ventura County,4,3,,1888,5570,1.620430386
612927,17215605,197554,Ventura County,4,3,,2347,6777,1.620430386
612928,17215828,623986,Ventura County,5,3,,2350,8276,1.620430386
612929,17215928,431545,Ventura County,3,2,,1732,6969,1.620430386
612931,17216281,259562,Ventura County,4,2,Y,1566,6750,1.620430386
612932,17216573,566527,Ventura County,4,2.5,,2670,5234,1.620430386
612933,17216756,375036,Ventura County,4,2.5,Y,1978,6820,1.620430386
612934,17216970,840178,Ventura County,5,3,,2896,11087,1.620430386
612935,17217116,1121977,Ventura County,4,3,,2981,14824,1.620430386
612936,17218066,256379,Ventura County,3,2,,1551,6550,1.620430386
612937,17218289,396422,Ventura County,4,2,,1721,9691,1.620430386
612938,17218726,448938,Ventura County,3,2,,1444,7969,1.620430386
612939,17219518,426797,Ventura County,3,3,,2315,15596,1.620430386
612940,17219756,710871,Ventura County,4,2.5,,3076,7898,1.620430386
612941,17220117,544882,Ventura County,4,3,,3014,15641,1.620430386
612942,17220355,183055,Ventura County,4,2,,1963,6715,1.620430386
612943,17220478,719550,Ventura County,4,2,,1963,6101,1.620430386
612944,17220601,522595,Ventura County,4,3,,2322,12019,1.620430386
612945,17221120,302695,Ventura County,3,2.5,,1541,4818,1.620430386
612946,17221661,251607,Ventura County,4,2,,1769,21200,1.620430386
612947,17221837,482724,Ventura County,4,2.5,,2159,7758,1.620430386
612948,17222352,617560,Ventura County,3,3,,2779,8790,1.620430386
612949,17222921,835056,Ventura County,3,3.5,,3506,10611,1.620430386
612950,17223656,383925,Ventura County,3,2.5,,1767,9400,1.620430386
612951,17223825,162963,Ventura County,3,2,,1641,8821,1.620430386
612952,17224200,386888,Ventura County,4,2,,2476,10977,1.620430386
612953,17224223,462097,Ventura County,4,3,,2008,5824,1.620430386
612954,17224246,257982,Ventura County,3,2,,1682,5424,1.620430386
612955,17224415,764984,Ventura County,3,3,,2600,9252,1.620430386
612956,17224520,453138,Ventura County,4,2,,1895,15980,1.620430386
612957,17224704,331196,Ventura County,4,3,,2603,8826,1.620430386
612958,17224850,820820,Ventura County,5,3.5,,3428,13454,1.620430386
612959,17225147,497967,Ventura County,4,3,,2495,8583,1.620430386
612960,17225316,425716,Ventura County,4,3,,2207,9284,1.620430386
612961,17225439,519990,Ventura County,4,3,,3020,9504,1.620430386
612962,17225739,886000,Ventura County,5,4.5,,3983,20311,1.620430386
612963,17226912,478271,Ventura County,3,2.5,,2838,9869,1.620430386
612964,17227217,413725,Ventura County,5,2.5,,2321,7700,1.620430386
612965,17227317,491196,Ventura County,4,2,,1949,9042,1.620430386
612966,17227340,335545,Ventura County,4,2,,1949,7617,1.620430386
612967,17227463,578000,Ventura County,5,2.5,,2321,7203,1.620430386
612968,17227609,537008,Ventura County,4,2.5,,2438,4010,1.620430386
612969,17227732,243075,Ventura County,4,2.5,,2104,10000,1.620430386
612970,17227855,286338,Ventura County,4,2.5,,2212,7592,1.620430386
612971,17228401,197953,Ventura County,3,2,,1153,5000,1.620430386
612972,17228784,247037,Ventura County,3,2,,1760,5325,1.620430386
612973,17229980,250732,Ventura County,3,2,,1650,6691,1.620430386
612974,17230003,397668,Ventura County,4,2,,1729,6565,1.620430386
612975,17230226,562000,Ventura County,5,2.5,,2498,7350,1.620430386
612976,17230349,324068,Ventura County,5,2,,2098,6500,1.620430386
612977,17230579,298697,Ventura County,3,2,,1767,5130,1.620430386
612978,17231265,206652,Ventura County,4,2,,1826,8840,1.620430386
612979,17232213,290624,Ventura County,4,2,,1988,11454,1.620430386
612980,17232802,435456,Ventura County,4,2,,1891,8652,1.620430386
612981,17232940,695000,Ventura County,4,3,,3008,8786,1.620430386
612982,17233171,208076,Ventura County,3,2,,1331,9000,1.620430386
612983,17233194,447000,Ventura County,3,2,,1760,7441,1.620430386
612984,17233463,206637,Ventura County,3,2,,1310,7357,1.620430386
612985,17233586,251486,Ventura County,4,2,,1744,5662,1.620430386
612986,17233824,219276,Ventura County,4,2,,1787,6500,1.620430386
612987,17234254,402362,Ventura County,3,2,,1446,7800,1.620430386
612988,17234661,349620,Ventura County,4,2,,1955,8909,1.620430386
612990,17234730,409026,Ventura County,2,1,,956,20165,1.620430386
612991,17234776,102131,Ventura County,4,1.5,,1812,11633,1.620430386
612992,17236627,292907,Ventura County,4,2.5,,1860,10075,1.620430386
612993,17237095,233050,Ventura County,2,1,,1219,8415,1.620430386
612994,17237866,46832,Ventura County,3,2,,1169,6438,1.620430386
612995,17237980,360000,Ventura County,3,2,,1231,6750,1.620430386
612996,17238309,226711,Ventura County,4,2,,1548,8400,1.620430386
612997,17238591,62129,Ventura County,3,2,,1434,8000,1.620430386
612998,17238737,109698,Ventura County,3,2,,1434,10060,1.620430386
612999,17238983,215658,Ventura County,4,2,,1529,8000,1.620430386
613000,17239329,357310,Ventura County,4,2,,1612,8750,1.620430386
613001,17239375,68799,Ventura County,4,2,,1708,10550,1.620430386
613002,17239475,390191,Ventura County,4,2,,2292,8312,1.620430386
613003,17239805,517000,Ventura County,3,2,,1527,8600,1.620430386
613004,17239974,279169,Ventura County,4,2,,1823,9210,1.620430386
613005,17240312,423775,Ventura County,3,2.5,,1845,9201,1.620430386
613006,17240435,489279,Ventura County,4,2.5,,2951,7829,1.620430386
613007,17240512,346387,Ventura County,4,2,,2508,17133,1.620430386
613008,17240535,486928,Ventura County,4,2,,2508,9514,1.620430386
613009,17240673,590564,Ventura County,3,2,,1929,9109,1.620430386
613010,17240796,406526,Ventura County,3,2.5,,2095,4142,1.620430386
613011,17240865,550000,Ventura County,3,2.5,,2370,6591,1.620430386
613012,17241324,451091,Ventura County,4,3,,2040,25596,1.620430386
613013,17241347,206313,Ventura County,4,2,,1720,27769,1.620430386
613014,17241616,757114,Ventura County,3,2,,1916,20000,1.620430386
613015,17241716,432422,Ventura County,4,2,,2045,20800,1.620430386
613016,17242229,346614,Ventura County,4,2.5,,1725,6616,1.620430386
613017,17243600,237971,Ventura County,4,2.5,,1656,23108,1.620430386
613018,17243817,197343,Ventura County,4,1.5,,1319,10273,1.620430386
613019,17243969,356342,Ventura County,4,1.5,,1227,8000,1.620430386
613020,17244161,310725,Ventura County,3,1.5,,1058,8000,1.620430386
613021,17244476,262298,Ventura County,4,1.5,,1226,8000,1.620430386
613022,17244683,191078,Ventura County,4,2,,1263,8422,1.620430386
613023,17244828,244941,Ventura County,3,2,,1554,8101,1.620430386
613024,17244851,335281,Ventura County,4,2,,1574,9431,1.620430386
613025,17245242,76244,Ventura County,3,2,,1205,6418,1.620430386
613026,17245365,433698,Ventura County,4,2.5,,1821,6500,1.620430386
613027,17245534,465000,Ventura County,4,2.5,,2134,7000,1.620430386
613028,17245557,468000,Ventura County,4,2.5,,2071,8200,1.620430386
613029,17246079,136253,Ventura County,4,2,,1725,7590,1.620430386
613030,17246363,60087,Ventura County,4,2,,1638,7500,1.620430386
613031,17246463,264771,Ventura County,4,2,,1323,7900,1.620430386
613032,17246486,56012,Ventura County,4,2,,1323,8200,1.620430386
613033,17246678,402756,Ventura County,4,2,,1553,6600,1.620430386
613034,17246701,166669,Ventura County,4,2,,1638,6700,1.620430386
613035,17247185,558000,Ventura County,3,2.5,,2101,6940,1.620430386
613036,17247208,429425,Ventura County,3,2.5,,2234,8613,1.620430386
613037,17247308,650000,Ventura County,4,2.5,,2644,6668,1.620430386
613038,17247446,508994,Ventura County,3,3,,2511,14212,1.620430386
613041,17248157,323919,Ventura County,4,2,,1720,20269,1.620430386
613042,17248303,396422,Ventura County,3,2.5,,2140,13750,1.620430386
613043,17248372,446750,Ventura County,4,2,,1835,6952,1.620430386
613044,17248518,566000,Ventura County,4,2.5,,2140,10200,1.620430386
613045,17248841,343393,Ventura County,4,2,,1717,6500,1.620430386
613046,17249064,711000,Ventura County,4,3,,3187,11422,1.620430386
613047,17249164,441072,Ventura County,4,3,,3187,7181,1.620430386
613048,17249437,199051,Ventura County,3,2,,1164,7100,1.620430386
613049,17249560,428000,Ventura County,3,2,,1297,7192,1.620430386
613050,17250546,414000,Ventura County,4,2,,1338,6500,1.620430386
613051,17250569,443000,Ventura County,4,2.5,,1725,6500,1.620430386
613052,17250738,373098,Ventura County,3,2,,1205,6500,1.620430386
613053,17250807,377392,Ventura County,3,2,,1244,6500,1.620430386
613054,17250830,214093,Ventura County,4,2.5,,1818,6645,1.620430386
613055,17250930,61118,Ventura County,4,2.5,,1725,6500,1.620430386
613056,17251168,430000,Ventura County,4,2,,1580,6661,1.620430386
613057,17251483,445000,Ventura County,4,2,,2015,6500,1.620430386
613058,17251583,248777,Ventura County,4,2.5,,2124,8200,1.620430386
613059,17251989,257717,Ventura County,4,2,,2051,7200,1.620430386
613060,17252058,308302,Ventura County,4,2,,1820,6500,1.620430386
613061,17252473,296085,Ventura County,4,2,,1954,7300,1.620430386
613062,17252496,77599,Ventura County,4,2,,1323,7216,1.620430386
613063,17252619,331863,Ventura County,4,2,,1771,8447,1.620430386
613064,17252788,52631,Ventura County,3,1,,975,7031,1.620430386
613065,17253072,494000,Ventura County,3,1.5,,1464,13000,1.620430386
613066,17253095,130925,Ventura County,3,2,,1503,10905,1.620430386
613067,17253218,204706,Ventura County,4,1.5,,1248,8000,1.620430386
613068,17253364,66205,Ventura County,4,2,,1712,10030,1.620430386
613069,17254017,453000,Ventura County,5,2.5,,1876,7020,1.620430386
613070,17254232,451000,Ventura County,4,2,,1558,7362,1.620430386
613071,17254593,247118,Ventura County,3,2,,1054,6558,1.620430386
613072,17254716,144021,Ventura County,3,2,,1066,6300,1.620430386
613073,17254739,338312,Ventura County,3,2,,1202,6300,1.620430386
613074,17254900,259883,Ventura County,4,2.5,,2695,6500,1.620430386
613075,17255069,336237,Ventura County,5,2.5,,2498,6695,1.620430386
613076,17255192,460734,Ventura County,4,2,,2015,10296,1.620430386
613077,17255315,448640,Ventura County,4,2.5,,2554,6968,1.620430386
613078,17255338,493000,Ventura County,5,2,,2134,6890,1.620430386
613079,17255507,202208,Ventura County,3,2,,1290,6466,1.620430386
613080,17255898,402216,Ventura County,3,2,,1195,9407,1.620430386
613081,17256021,260731,Ventura County,4,2,,1538,7000,1.620430386
613082,17256527,162987,Ventura County,3,2,,1229,8000,1.620430386
613083,17256550,181429,Ventura County,3,2,,1653,7489,1.620430386
613084,17257086,110365,Ventura County,4,3,,2100,8000,1.620430386
613085,17257209,223581,Ventura County,3,2,,1218,8000,1.620430386
613086,17257232,338986,Ventura County,3,2,,1201,7952,1.620430386
613087,17257674,446000,Ventura County,3,1.5,,1313,5980,1.620430386
613088,17258051,278822,Ventura County,2,2,,1014,3000,1.620430386
613089,17258118,281763,Ventura County,2,1,,718,6212,1.620430386
613090,17258276,181807,Ventura County,2,1.5,,785,6514,1.620430386
613091,17259351,622000,Ventura County,4,3,,2934,14750,1.620430386
613092,17259463,349113,Ventura County,3,2.5,,2733,5250,1.620430386
613093,17260160,351198,Ventura County,3,2,,1389,6513,1.620430386
613094,17260406,190158,Ventura County,4,2.5,,1866,6500,1.620430386
613095,17260552,475000,Ventura County,4,2,,1826,6600,1.620430386
613096,17260652,258779,Ventura County,3,2,,1446,6500,1.620430386
